O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,7313,Jewellery and precious-metal workers,7313,"Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos",750105,Supervisor de joalheria
51-9071.01,Jewelers,51-9071,Jewelers and Precious Stone and Metal Workers,7313,Jewellery and precious-metal workers,7313,"Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos",750105,Supervisor de joalheria
51-9071.06,Gem and Diamond Workers,51-9071,Jewelers and Precious Stone and Metal Workers,7313,Jewellery and precious-metal workers,7313,"Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos",750105,Supervisor de joalheria
51-9071.07,Precious Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,7313,Jewellery and precious-metal workers,7313,"Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos",750105,Supervisor de joalheria
19-2099.01,Remote Sensing Scientists and Technologists,19-2099,"Physical Scientists, All Other",211,Physical and earth science professionals,2112,Meteorologistas,213315,Meteorologista
51-9141.00,Semiconductor Processors,51-9141,Semiconductor Processors,8189,Stationary plant and machine operators not elsewhere classified,8189,Operadores de máquinas e de instalações fixas não classificados anteriormente,862150,"Operador de máquinas fixas, em geral"
51-9083.00,Ophthalmic Laboratory Technicians,51-9083,Ophthalmic Laboratory Technicians,7549,Craft and related workers not elsewhere classified,7549,Outros trabalhadores qualificados e operários da indústria e do artesanato não classificados anteriormente,811705,Bamburista
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and Filling Machine Operators and Tenders,8183,"Packing, bottling and labelling machine operators",8183,"Operadores de máquinas de embalagem, engarrafamento e etiquetagem",784105,"Embalador, a mão"
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",7132,Spray painters and varnishers,7132,Lustradores,723305,Operador de equipamento de secagem de pintura
51-9122.00,"Painters, Transportation Equipment",51-9122,"Painters, Transportation Equipment",7132,Spray painters and varnishers,7132,Lustradores,723305,Operador de equipamento de secagem de pintura
51-9123.00,"Painting, Coating, and Decorating Workers",51-9123,"Painting, Coating, and Decorating Workers",7316,"Sign writers, decorative painters, engravers and etchers",7316,"Redatores de cartazes, pintores decorativos e gravadores",752215,Gravador de vidro a água-forte
33-3051.03,Sheriffs and Deputy Sheriffs,33-3051,Police and Sheriff's Patrol Officers,3351,Customs and border inspectors,3351,Agentes aduaneiros e inspetores de fronteiras,21210,Soldado da polícia militar
51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic Process Workers and Processing Machine Operators,8132,Photographic products machine operators,8132,Operadores de máquinas para fabricar produtos fotográficos,766405,Laboratorista fotográfico
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,Adhesive Bonding Machine Operators and Tenders,7521,Wood treaters,7521,Trabalhadores de tratamento e preparação da madeira,772105,Classificador de madeira
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",8112,Mineral and stone processing plant operators,8112,Operadores de instalações de processamento de minerais e rochas,712105,Moleiro de minérios
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193,Cooling and Freezing Equipment Operators and Tenders,8160,Food and related products machine operators,8160,Operadores de máquinas para elaborar alimentos e produtos afins,841105,Moleiro de cereais (exceto arroz)
51-9194.00,Etchers and Engravers,51-9194,Etchers and Engravers,7316,"Sign writers, decorative painters, engravers and etchers",7316,"Redatores de cartazes, pintores decorativos e gravadores",752215,Gravador de vidro a água-forte
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",7314,Potters and related workers,7314,Ceramistas e afins (preparação e fabricação),752305,Ceramista
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",7314,Potters and related workers,7314,Ceramistas e afins (preparação e fabricação),752305,Ceramista
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",7314,Potters and related workers,7314,Ceramistas e afins (preparação e fabricação),752305,Ceramista
51-9195.05,"Potters, Manufacturing",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",7314,Potters and related workers,7314,Ceramistas e afins (preparação e fabricação),752305,Ceramista
51-9195.07,Molding and Casting Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",7314,Potters and related workers,7314,Ceramistas e afins (preparação e fabricação),752305,Ceramista
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",8143,Paper products machine operators,8143,Operadores de máquinas para fabricar produtos de papel,830105,"Mestre (indústria de celulose, papel e papelão)"
51-9197.00,Tire Builders,51-9197,Tire Builders,8141,Rubber products machine operators,8141,Operadores de máquinas para fabricar produtos de borracha,811715,Confeccionador de pneumáticos
51-9198.00,Helpers--Production Workers,51-9198,Helpers--Production Workers,9329,Manufacturing labourers not elsewhere classified,9329,Trabalhadores elementares da indústria de transformação não classificados anteriormente,784205,Alimentador de linha de produção
51-9199.00,"Production Workers, All Other",51-9199,"Production Workers, All Other",9329,Manufacturing labourers not elsewhere classified,9329,Trabalhadores elementares da indústria de transformação não classificados anteriormente,784205,Alimentador de linha de produção
51-9199.01,Recycling and Reclamation Workers,51-9199,"Production Workers, All Other",9329,Manufacturing labourers not elsewhere classified,9329,Trabalhadores elementares da indústria de transformação não classificados anteriormente,784205,Alimentador de linha de produção
53-1011.00,Aircraft Cargo Handling Supervisors,53-1011,Aircraft Cargo Handling Supervisors,9333,Freight handlers,9333,Carregadores,414105,Almoxarife
53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",9333,Freight handlers,9333,Carregadores,414105,Almoxarife
53-1021.01,Recycling Coordinators,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",9333,Freight handlers,9333,Carregadores,414105,Almoxarife
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,3151,Ships' engineers,3151,Oficiais maquinistas em navegação,215205,Oficial superior de máquinas da marinha mercante
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011,"Airline Pilots, Copilots, and Flight Engineers",3153,Aircraft pilots and related associate professionals,3153,Pilotos de aviação e afins,215305,Piloto de aeronaves
53-2012.00,Commercial Pilots,53-2012,Commercial Pilots,3153,Aircraft pilots and related associate professionals,3153,Pilotos de aviação e afins,215305,Piloto de aeronaves
53-2021.00,Air Traffic Controllers,53-2021,Air Traffic Controllers,3154,Air traffic controllers,3154,Controladores de tráfego aéreo,342505,Controlador de tráfego aéreo
53-2022.00,Airfield Operations Specialists,53-2022,Airfield Operations Specialists,315,Ship and aircraft controllers and technicians,7232,Mecânicos e reparadores de motores de avião,914105,"Mecânico de manutenção de aeronaves, em geral"
53-2031.00,Flight Attendants,53-2031,Flight Attendants,5111,Travel attendants and travel stewards,5111,Auxiliares de serviço de bordo,511105,Comissário de vôo
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",8322,"Car, taxi and van drivers",8322,"Condutores de automóveis, taxis e caminhonetes",782305,Motorista de carro de passeio
53-3021.00,"Bus Drivers, Transit and Intercity",53-3021,"Bus Drivers, Transit and Intercity",8331,Bus and tram drivers,8331,Condutores de ônibus e bondes,782405,Motorista de ônibus rodoviário
53-3022.00,"Bus Drivers, School or Special Client",53-3022,"Bus Drivers, School or Special Client",8331,Bus and tram drivers,8331,Condutores de ônibus e bondes,782405,Motorista de ônibus rodoviário
53-3031.00,Driver/Sales Workers,53-3031,Driver/Sales Workers,8322,"Car, taxi and van drivers",8322,"Condutores de automóveis, taxis e caminhonetes",782305,Motorista de carro de passeio
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers,8332,Heavy truck and lorry drivers,8332,Condutores de caminhões pesados,711205,Operador de caminhão (minas e pedreiras)
53-3033.00,Light Truck or Delivery Services Drivers,53-3033,Light Truck or Delivery Services Drivers,8322,"Car, taxi and van drivers",8322,"Condutores de automóveis, taxis e caminhonetes",782305,Motorista de carro de passeio
53-3041.00,Taxi Drivers and Chauffeurs,53-3041,Taxi Drivers and Chauffeurs,8322,"Car, taxi and van drivers",8322,"Condutores de automóveis, taxis e caminhonetes",782305,Motorista de carro de passeio
53-3099.00,"Motor Vehicle Operators, All Other",53-3099,"Motor Vehicle Operators, All Other",8321,Motorcycle drivers,8321,Condutores de motocicletas,519110,Motofretista
53-4011.00,Locomotive Engineers,53-4011,Locomotive Engineers,8311,Locomotive engine drivers,8311,Maquinistas de locomotivas,519920,Gandula
53-4012.00,Locomotive Firers,53-4012,Locomotive Firers,8311,Locomotive engine drivers,8311,Maquinistas de locomotivas,519920,Gandula
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",8311,Locomotive engine drivers,8311,Maquinistas de locomotivas,519920,Gandula
53-4021.00,"Railroad Brake, Signal, and Switch Operators",53-4021,"Railroad Brake, Signal, and Switch Operators",8312,"Railway brake, signal and switch operators",8312,Guarda-freios e agentes de manobras,783105,Agente de pátio
53-4031.00,Railroad Conductors and Yardmasters,53-4031,Railroad Conductors and Yardmasters,8312,"Railway brake, signal and switch operators",8312,Guarda-freios e agentes de manobras,783105,Agente de pátio
53-4041.00,Subway and Streetcar Operators,53-4041,Subway and Streetcar Operators,8311,Locomotive engine drivers,8311,Maquinistas de locomotivas,519920,Gandula
53-4099.00,"Rail Transportation Workers, All Other",53-4099,"Rail Transportation Workers, All Other",8312,"Railway brake, signal and switch operators",8312,Guarda-freios e agentes de manobras,783105,Agente de pátio
53-5011.00,Sailors and Marine Oilers,53-5011,Sailors and Marine Oilers,8350,Ships' deck crews and related workers,8350,Marinheiros de coberta e afins,782705,Marinheiro de convés (marítimo e fluviário)
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021,"Captains, Mates, and Pilots of Water Vessels",3152,Ships' deck officers and pilots,3152,"Capitães, oficiais de coberta e práticos",215105,Agente de manobra e docagem
53-5021.01,Ship and Boat Captains,53-5021,"Captains, Mates, and Pilots of Water Vessels",3152,Ships' deck officers and pilots,3152,"Capitães, oficiais de coberta e práticos",215105,Agente de manobra e docagem
53-5021.02,"Mates- Ship, Boat, and Barge",53-5021,"Captains, Mates, and Pilots of Water Vessels",3152,Ships' deck officers and pilots,3152,"Capitães, oficiais de coberta e práticos",215105,Agente de manobra e docagem
53-5021.03,"Pilots, Ship",53-5021,"Captains, Mates, and Pilots of Water Vessels",3152,Ships' deck officers and pilots,3152,"Capitães, oficiais de coberta e práticos",215105,Agente de manobra e docagem
53-5022.00,Motorboat Operators,53-5022,Motorboat Operators,8350,Ships' deck crews and related workers,8350,Marinheiros de coberta e afins,782705,Marinheiro de convés (marítimo e fluviário)
53-5031.00,Ship Engineers,53-5031,Ship Engineers,3151,Ships' engineers,3151,Oficiais maquinistas em navegação,215205,Oficial superior de máquinas da marinha mercante
53-6011.00,Bridge and Lock Tenders,53-6011,Bridge and Lock Tenders,8343,"Crane, hoist and related plant operators",8343,"Operadores de guindastes, gruas, aparatos de elevação e afins",782105,Operador de draga
53-6021.00,Parking Lot Attendants,53-6021,Parking Lot Attendants,9629,Elementary workers not elsewhere classified,9629,Outras ocupações elementares não classificadas anteriormente,517415,Agente de portaria
